Node,In-Degree Centrality,Out-Degree Centrality,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality
Czechia,0.011494252873563218,0.06896551724137931,0.08045977011494253,0.0,0.0,1.4764982331374772e-07
Slovakia,0.011494252873563218,0.0,0.011494252873563218,0.0,0.011494252873563218,1.4764982331374772e-07
Switzerland,0.022988505747126436,0.05747126436781609,0.08045977011494253,0.003727994806583419,0.11478507321681625,0.05240056632676264
Croatia,0.011494252873563218,0.0,0.011494252873563218,0.0,0.08922271537498579,0.009897120172932044
Barbados,0.011494252873563218,0.0,0.011494252873563218,0.0,0.15019157088122606,0.08505099310378901
Belarus,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Austria,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,3.604732014495794e-11
Indonesia,0.011494252873563218,0.05747126436781609,0.06896551724137931,0.0011806112447652144,0.01532567049808429,2.8477382914516775e-09
Philippines,0.011494252873563218,0.0,0.011494252873563218,0.0,0.017241379310344827,1.0778148723342426e-08
Viet Nam,0.011494252873563218,0.0,0.011494252873563218,0.0,0.017241379310344827,1.0778148723342426e-08
Brunei,0.011494252873563218,0.0,0.011494252873563218,0.0,0.017241379310344827,1.0778148723342426e-08
Taiwan,0.011494252873563218,0.0,0.011494252873563218,0.0,0.017241379310344827,1.0778148723342426e-08
Eastern Asia,0.011494252873563218,0.0,0.011494252873563218,0.0,0.15019157088122606,0.08505099310378901
Africa,0.05747126436781609,0.0,0.05747126436781609,0.0,0.14303959131545338,0.1290108406411611
Asia,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Northern America,0.022988505747126436,0.0,0.022988505747126436,0.0,0.16091954022988506,0.1275544392576196
Latin America and the Caribbean,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
South Korea,0.011494252873563218,0.022988505747126436,0.034482758620689655,0.0009880856913735822,0.10095554632322393,0.019806058748152177
Mexico,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Sweden,0.011494252873563218,0.04597701149425287,0.05747126436781609,0.0,0.11478507321681625,0.04250344618987791
Armenia,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Turkmenistan,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Azerbaijan,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Moldova,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Ukraine,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Uzbekistan,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Tajikistan,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Kyrgyzstan,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Brazil,0.011494252873563218,0.0,0.011494252873563218,0.0,0.11857229280096793,0.04250344618987791
Denmark,0.04597701149425287,0.05747126436781609,0.10344827586206896,0.001040592660480391,0.15517241379310345,0.156543322686608
New Zealand,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,3.604732014495794e-11
Australia,0.011494252873563218,0.05747126436781609,0.06896551724137931,0.005368439811102201,0.011494252873563218,4.686151618844534e-10
Iceland,0.0,0.04597701149425287,0.04597701149425287,0.0,0.0,3.604732014495794e-11
Norway,0.022988505747126436,0.04597701149425287,0.06896551724137931,0.0,0.14963054187192118,0.14047829739498469
Greenland,0.022988505747126436,0.0,0.022988505747126436,0.0,0.15537059056678557,0.14047829739498469
Chile,0.011494252873563218,0.0,0.011494252873563218,0.0,0.01532567049808429,2.8477382914516775e-09
Bahrain,0.011494252873563218,0.0,0.011494252873563218,0.0,0.15019157088122606,0.08505099310378901
Egypt,0.022988505747126436,0.0,0.022988505747126436,0.0,0.15273719072667055,0.10485705181589387
Jordan,0.011494252873563218,0.0,0.011494252873563218,0.0,0.15019157088122606,0.08505099310378901
Kuwait,0.022988505747126436,0.0,0.022988505747126436,0.0,0.15273719072667055,0.10485705181589387
Lebanon,0.022988505747126436,0.0,0.022988505747126436,0.0,0.15273719072667055,0.10485705181589387
Libya,0.022988505747126436,0.0,0.022988505747126436,0.0,0.15273719072667055,0.10485705181589387
Syria,0.011494252873563218,0.0,0.011494252873563218,0.0,0.15019157088122606,0.08505099310378901
Turkey,0.011494252873563218,0.034482758620689655,0.04597701149425287,0.0,0.14447086801426873,0.08505099310378901
United Arab Emirates,0.022988505747126436,0.0,0.022988505747126436,0.0,0.15273719072667055,0.10485705181589387
Malta,0.011494252873563218,0.0,0.011494252873563218,0.0,0.15019157088122606,0.08505099310378901
Singapore,0.011494252873563218,0.034482758620689655,0.04597701149425287,0.0036086607858861267,0.14447086801426873,0.08505099310378901
Slovenia,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.016064877713894674
Sierra Leone,0.09195402298850575,0.0,0.09195402298850575,0.0,0.17329796640141468,0.16795222067699808
Italy,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,3.604732014495794e-11
Spain,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,3.604732014495794e-11
Northern Africa,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Mauritania,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Sudan,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Palestine,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Yemen,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Djibouti,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Oman,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Qatar,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Afghanistan,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Pakistan,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Saudi Arabia,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Morocco,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Algeria,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
Tunisia,0.011494252873563218,0.0,0.011494252873563218,0.0,0.10478481689387865,0.019806058748152177
