Node,In-Degree Centrality,Out-Degree Centrality,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality
Australia,0.03,0.01,0.04,0.0,0.11380645161290323,0.004327292047249865
Argentina,0.03,0.02,0.05,0.003212121212121212,0.14617391304347824,0.022191700894978295
Czechia,0.04,0.06,0.1,0.002910774410774411,0.15858490566037736,0.03492685946522218
Finland,0.01,0.01,0.02,1.2626262626262626e-05,0.10079999999999999,0.0013712432859677584
Antarctica,0.03,0.0,0.03,0.0,0.17126213592233008,0.0488397628429636
Poland,0.03,0.05,0.08,0.0007483164983164982,0.1500892857142857,0.02194967368537992
Slovakia,0.03,0.0,0.03,0.0,0.16333333333333333,0.03159811102184173
Austria,0.02,0.0,0.02,0.0,0.15473684210526314,0.017249681956031708
Lithuania,0.02,0.0,0.02,0.0,0.15339130434782608,0.018620925241999466
Mexico,0.04,0.02,0.06,0.0012738496071829407,0.1632038834951456,0.04252500090982128
Ukraine,0.02,0.0,0.02,0.0,0.16485981308411213,0.036075910378271424
Cyprus,0.01,0.0,0.01,0.0,0.13164179104477614,0.009051635916568625
Israel,0.02,0.0,0.02,0.0,0.16036363636363637,0.026301317872600333
Jordan,0.01,0.0,0.01,0.0,0.13164179104477614,0.009051635916568625
Hungary,0.01,0.06,0.07,0.0,0.0,3.1965358330216644e-47
Chile,0.01,0.0,0.01,0.0,0.01,3.1965358330216644e-47
Southern Asia,0.03,0.0,0.03,0.0,0.1561061946902655,0.023247018186153916
Eastern Europe,0.04,0.0,0.04,0.0,0.13889763779527559,0.022710242874244
Southern Europe,0.02,0.0,0.02,0.0,0.12875912408759124,0.010329858514294923
Greenland,0.0,0.01,0.01,0.0,0.0,1.0576449873626252e-70
Eastern Asia,0.02,0.0,0.02,0.0,0.15206896551724136,0.027877864338808338
South-eastern Asia,0.01,0.0,0.01,0.0,0.147,0.018826228422239712
Sub-Saharan Africa,0.01,0.0,0.01,0.0,0.10022727272727273,0.0016163736705369297
Western Europe,0.02,0.0,0.02,0.0,0.13674418604651165,0.01191199309395716
Afghanistan,0.01,0.0,0.01,0.0,0.1075609756097561,0.003049546477946446
Bangladesh,0.01,0.0,0.01,0.0,0.1075609756097561,0.003049546477946446
Bhutan,0.01,0.0,0.01,0.0,0.1075609756097561,0.003049546477946446
Maldives,0.01,0.0,0.01,0.0,0.1075609756097561,0.003049546477946446
Myanmar,0.01,0.0,0.01,0.0,0.1075609756097561,0.003049546477946446
North Macedonia,0.02,0.11,0.13,0.0,0.12093525179856114,0.007068053933571044
Albania,0.02,0.0,0.02,0.0,0.126,0.007068053933571044
Bosnia and Herzogovina,0.02,0.0,0.02,0.0,0.126,0.007068053933571044
Bulgaria,0.02,0.0,0.02,0.0,0.126,0.007068053933571044
Croatia,0.02,0.0,0.02,0.0,0.126,0.007068053933571044
Montenegro,0.02,0.0,0.02,0.0,0.126,0.007068053933571044
Romania,0.02,0.0,0.02,0.0,0.126,0.007068053933571044
Serbia,0.02,0.0,0.02,0.0,0.126,0.007068053933571044
Slovenia,0.02,0.0,0.02,0.0,0.126,0.007068053933571044
Greece,0.02,0.0,0.02,0.0,0.126,0.007068053933571044
Americas,0.01,0.0,0.01,0.0,0.147,0.018826228422239712
El Salvador,0.01,0.0,0.01,0.0,0.11025,0.002860357177388534
Honduras,0.01,0.0,0.01,0.0,0.11025,0.002860357177388534
Luxembourg,0.0,0.02,0.02,0.0,0.0,1.0576449873626252e-70
Estonia,0.01,0.0,0.01,0.0,0.10079999999999999,0.0013712432859677584
Latvia,0.01,0.0,0.01,0.0,0.10079999999999999,0.0013712432859677584
