Node,In-Degree Centrality,Out-Degree Centrality,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality
Latvia,0.007692307692307693,0.0,0.007692307692307693,0.0,0.09619391025641025,0.00173968034693562
Bolivia,0.015384615384615385,0.0,0.015384615384615385,0.0,0.1606020066889632,0.047699122496509316
Panama,0.015384615384615385,0.0,0.015384615384615385,0.0,0.1606020066889632,0.047699122496509316
Barbados,0.007692307692307693,0.0,0.007692307692307693,0.0,0.15921750663129974,0.03696691144299661
Belarus,0.007692307692307693,0.0,0.007692307692307693,0.0,0.1368091168091168,0.023980267302001767
Indonesia,0.007692307692307693,0.038461538461538464,0.046153846153846156,0.008715961041542436,0.08281811646297628,0.0006732625418485851
Philippines,0.007692307692307693,0.0,0.007692307692307693,0.0,0.07022521205030711,7.590932293426812e-05
Brunei,0.007692307692307693,0.0,0.007692307692307693,0.0,0.07022521205030711,7.590932293426812e-05
Taiwan,0.007692307692307693,0.0,0.007692307692307693,0.0,0.07022521205030711,7.590932293426812e-05
Northern America,0.015384615384615385,0.0,0.015384615384615385,0.0,0.16490384615384615,0.06094717874499837
Armenia,0.007692307692307693,0.0,0.007692307692307693,0.0,0.1368091168091168,0.023980267302001767
Turkmenistan,0.007692307692307693,0.0,0.007692307692307693,0.0,0.1368091168091168,0.023980267302001767
Azerbijan,0.007692307692307693,0.0,0.007692307692307693,0.0,0.1368091168091168,0.023980267302001767
Moldova,0.007692307692307693,0.0,0.007692307692307693,0.0,0.1368091168091168,0.023980267302001767
Uzbekistan,0.007692307692307693,0.0,0.007692307692307693,0.0,0.1368091168091168,0.023980267302001767
Tajikistan,0.007692307692307693,0.0,0.007692307692307693,0.0,0.1368091168091168,0.023980267302001767
Kyrgyzstan,0.007692307692307693,0.0,0.007692307692307693,0.0,0.1368091168091168,0.023980267302001767
New Zealand,0.0,0.023076923076923078,0.023076923076923078,0.0,0.0,1.5502453745898e-26
Iceland,0.0,0.03076923076923077,0.03076923076923077,0.0,0.0,1.5502453745898e-26
Lebanon,0.015384615384615385,0.0,0.015384615384615385,0.0,0.1606020066889632,0.04532649416817037
Libya,0.015384615384615385,0.0,0.015384615384615385,0.0,0.1606020066889632,0.04532649416817037
Syria,0.007692307692307693,0.0,0.007692307692307693,0.0,0.15921750663129974,0.03696691144299661
Malta,0.007692307692307693,0.0,0.007692307692307693,0.0,0.15921750663129974,0.03696691144299661
Sierra Leone,0.06153846153846154,0.0,0.06153846153846154,0.0,0.18286367098248285,0.11274526895142102
Northern Africa,0.007692307692307693,0.0,0.007692307692307693,0.0,0.11839250493096647,0.00835958272517376
Mauritania,0.007692307692307693,0.0,0.007692307692307693,0.0,0.11839250493096647,0.00835958272517376
Sudan,0.007692307692307693,0.0,0.007692307692307693,0.0,0.11839250493096647,0.00835958272517376
Yemen,0.015384615384615385,0.0,0.015384615384615385,0.0,0.1606020066889632,0.04532649416817037
Djibouti,0.007692307692307693,0.0,0.007692307692307693,0.0,0.11839250493096647,0.00835958272517376
Algeria,0.007692307692307693,0.0,0.007692307692307693,0.0,0.11839250493096647,0.00835958272517376
Tunisia,0.007692307692307693,0.0,0.007692307692307693,0.0,0.11839250493096647,0.00835958272517376
